Venue,State,Country
St Lukes Medical Centre; Traralgon; VI C .,VIC,Australia
S h a w s C r a b H o u s e 2 1 E . H u b b a r d C h i c a g o ; I L 6 0 6 1 1,,
E p w o r th E a s t e r n Ho s p i t a l - V I V,,
E p w o r th E a s t e r n Ho s p i t a l - V I V,,
R oy a l P r i n c e A l f r e d Ho s p i t a l - N,,
E p w o r th E a s t e r n Ho s p i t a l - V I V,,
Angelus Restaurant; Function Room; 4 Bathurst Street; London W2 2SD,London,UK
Caffe Caldesi; 118 Marylebone Lane; London W1U 2QF,London,UK
Austin Health - Repat Campus; Dept of Rheumatology; Banksia Street; Heidleberg West,VIC,Australia
RNS Hospital Pacific Highway St Leonards,NSW,Australia
Combined Rheumatology Clinic 19 Kensington Rd Kogarah,NSW,Australia
Western Hospital Padua lecture theatre,,
Queen Elizabeth Hospital ; Woodville Road Woodville,SA,Australia
EBB Waterfront dining and Cellar Maroochydore,QLD,Australia
Novotel St Kilda,VIC,Australia
Quest Beaumont Kew,VIC,Australia
Novotel Twin Waters Resort Sunshine Coast,QLD,Australia
Ocean International Mackay,QLD,Australia
Novotel Glen Waverley,VIC,Australia
The Waldorf Hotel Pennant Hills,NSW,Australia
Crowne Plaza Terrigal,,
Riverina Division of General Practice Wagga Wagga,NSW,Australia
Best Western Wyndhamere Motel Shepparton,VIC,Australia
Mecure Hotel Ballarat,VIC,Australia
Jupitors Hotel and Casino Townsville,QLD,Australia
Bayside Eye Specialist Brighton East,,
Best Western PLUS Brooklands of Mornington,VIC,Australia
Kims Beach Hideaway Toowoon Bay,,
Barbara Wlker Centre for Pain Management St Vincents Hospital,,
Buckhingham International,,
Philhellene Provincial Greek Cuisine Moonee Ponds,VIC,Australia
Fedeles; Glen Waverley,VIC,Australia
Buckhingham International,,
Punthill Apartment Hotels Essendon,VIC,Australia
Teller Collective Shepparton,VIC,Australia
Medicine on Second @ Maroochydore,QLD,Australia
The Commercial Club Albury,,
Quaff Restaurant; ToorakVIC,VIC,Australia
University Club; CrawleyWA,WA,Australia
De Witte Uyl Frans; Amsterdam NL,,Holland
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
Different Venues; see below,,
Different Venues; see below,,
Medical Centre Gympie,,
Gosford SHC; 69 Holden St; Gosford,NSW,Australia
The Ox restaurant,,
Arbutus; London; England,London,UK
Oxo Tower Brasserie; London; England,London,UK
Jamie's Italian; London; England,London,UK
Red Fort; London; England,London,UK
Michael Mina Restaurant Sanfrancisco,,
Salt Restaurant SanFrancisco,,
Restaurant Cantinetta Cantinori,,
Restaurant Novelli,,
Maggianos; Baltimore; International,,
Glenns Kitchen; Atlanta; International,,
Peasant Bistro; Atlanta; International,,
Les Enfants Perdus; Paris; International,,
Le Reminet; Paris; International,,
Caius-11; Paris; International,,
Wellington Town Hall; Wellington; International,,
Amora Hotel; Wellington; International,,
Garden Room; Oscars Hotel,,
The Deanery,,
Hillstone St Lucia,,
Glades Golf Club,,
Mary River Motor Inn,,
Royal Park Darling Harbour,NSW,Australia
At store,,
Crowne Plaza Pelican Waters,,
Hordern Pavilion,,
At store,,
Instore,,
Altona RSL,,
Rydges Albury,,
Novotel Coffs Harbour Pacific Bay Resort,NSW,Australia
Rydges Parramatta,NSW,Australia
Somerset St Georges Terrace,,
"Quaff Restaurant, Toorak",VIC,Australia
The Glades Golf Club,,
Esplanade River Suites,,
Sebel Surry Hills,,
Enoteca,VIC,Australia
Sebastian's Restaurant,,
Western Hospital; Gordon St FOOTSCRAY;,VIC,Australia
Mr Micks Kitchen,,
Allambie Medical Centre,,
Tramsheds; 4 Invermay Road;,,
Medical One Clinic,,
Master Builders Geraldton - Bert Pepperell Training Centre; 4 Walton Close; Geraldton;,WA,Australia
Spoon;,,
The Summit Conference Centre; 22 Twelfth Avenue (private access); Atherton;,,
Ararat & District Hospital Ararat,,
MacKay Grande Suites MacKay,QLD,Australia
Federation Estate Ringwood,,
University House Acton,,
"Centro, WOLLONGONG",NSW,Australia
All Seasons Salamander Shores Hotel Soldiers Point,,
"Broadmeadows Health Service, BROADMEADOWS",VIC,Australia
"Nepean Hospital, Kingswood",NSW,Australia
Lake View Motor Inn (opp the Lake Weeroona) Bendigo,VIC,Australia
King Edward Memorial Hospital Subiaco,WA,Australia
"Gosford Hospital, Gosford",NSW,Australia
Queen Elizabeth II Jubilee Hospital Coopers Plains,,
La Grillade; CROWS NEST,NSW,Australia
Medical Centre St Albans,,
Claire's Kitchen at Le Salon Darlinghurst,NSW,Australia
"Townsville Hospital, Douglas",QLD,Australia
"Wyong Hospital, Wyong",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Prince of Wales Hospital; Randwick,NSW,Australia
Medicare Local Barwon Geelong,VIC,Australia
Gowns & Gloves Restaurant Wesley Hospital Auchenflower,QLD,Australia
Ryde CMHS Eastwood,NSW,Australia
Little Truffle Mermaid Beach,,
Good Life Centre Buderim,QLD,Australia
Quality Hotel Apollo International Charlestown,NSW,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
Eden Rehabilitation Centre Cooroy,,
Dept of Nephrology Fitzroy,VIC,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
"Quaff Restaurant, Toorak",VIC,Australia
Craig's Royal Hotel Ballarat,VIC,Australia
"Toowong Private Hospital, Toowong ",QLD,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
Hartley Dialysis Unit Brighton,,
Austin Health - Austin Campus HEIDELBERG,VIC,Australia
Redland Hospital Cleveland,,
"Alfred Hospital, Prahran",VIC,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Novotel Glen Waverley,VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
Medicare Local Barwon Geelong,VIC,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Frankston Hospital, Frankston",VIC,Australia
Belmont Private Hospital; Dining Room Carina,,
"St Vincent's Hospital, Fitzroy",VIC,Australia
Craig's Royal Hotel Ballarat,VIC,Australia
Medical Centre BEDFORD PARK,SA,Australia
"Liverpool Hospital, Liverpool",NSW,Australia
Whirrakee Restaurant Bendigo,VIC,Australia
Wharf Restaurant @ Pier 2 Walsh Bay,,
Echuca Hospital Echuca,,
"Westmead Children's Hospital, Westmead",NSW,Australia
"Centro, WOLLONGONG",NSW,Australia
Cabrini Hospital; Malvern,VIC,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Padua Room Footscray,VIC,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Via Leoni Russell Lea,,
St John of God Hospital; Ballarat,VIC,Australia
East’s Leagues Club Bondi Junction,NSW,Australia
University House Acton,,
Park Royal Hotel Parramatta,NSW,Australia
Rural Clinical School Burnie,TAS,Australia
Hotel Charles Launceston,TAS,Australia
Harry's on Buderim; Buderim,QLD,Australia
Penrith Panthers Penrith,NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Wyong Hospital, Wyong",NSW,Australia
Yallingup Caves Hotel Yallingup,,
"St Vincent's Hospital, Fitzroy",VIC,Australia
St John of God Hospital Geraldton,WA,Australia
Stamford Hotel North Ryde,NSW,Australia
Novotel Glen Waverley Glen Waverley,VIC,Australia
Wyndham Health Service Hoppers Crossing,,
"Frankston Hospital, Frankston",VIC,Australia
"Alfred Hospital, Prahran",VIC,Australia
Medical Centre Moorabbin Bentleigh East,VIC,Australia
"Ballarat Base Hospital, Ballarat",VIC,Australia
"Quaff Restaurant, Toorak",VIC,Australia
Le Sands Pavillion Brighton Le sands,NSW,Australia
Medical Clinic Richmond,,
Beanbar Taree,NSW,Australia
"Wollongong Hospital, Wollongong",NSW,Australia
RMH Royal Park Campus Parkville,VIC,Australia
Wharf Restaurant @ Pier 2 Walsh Bay,,
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
Chez Pierre Nedlands,WA,Australia
Vivace Brighton,,
"Nepean Hospital, Kingswood",NSW,Australia
"Medical Centre, Clayton",VIC,Australia
"Ballarat Base Hospital, Ballarat",VIC,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
Noarlunga Hospital Noarlunga Centre,,
"Gosford Hospital, Gosford",NSW,Australia
St Andrew's War Memorial Hospital Spring Hill,QLD,Australia
Novotel Brighton Le Sands; Discovery Room Brighton Le Sands,NSW,Australia
University House Acton,,
"Alfred Hospital, Prahran",VIC,Australia
"Dandenong Hospital, Dandenong ",VIC,Australia
Villa D'oro Function Centre Wollongong North,NSW,Australia
"Quaff Restaurant, Toorak",VIC,Australia
Mantra Parramatta Parramatta,NSW,Australia
Azafran Restaurant Annerley,QLD,Australia
Specialist Connect Woolloongabba,QLD,Australia
"Alfred Hospital, Prahran",VIC,Australia
Rydges Bell City Preston,,
"Toowong Private Hospital, Toowong ",QLD,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Bistro Bruno Balmain,NSW,Australia
"Nambour General Hospital, Nambour ",QLD,Australia
"Northern Hospital, Epping",NSW,Australia
"Wyong Hospital, Wyong",NSW,Australia
Caulfield Hospital Caulfield,VIC,Australia
Stamford Hotel North Ryde,NSW,Australia
Novotel Forest Resort Creswick,,
George's on Fifth – Downtown San Diego San Diego,California,USA
Plastic Surgery Unit Barton,ACT,Australia
Confit Bistro Fortitude Valley,,
Ocean Room San Diego,California,USA
Beleura Private Hospital Mornington,VIC,Australia
St Vincent's Private Hospital Darlinghurst,NSW,Australia
St George Hospital,NSW,Australia
Nelson Bay Bowling Club Nelson Bay Nelson Bay,NSW,Australia
St John of God Hospital Subiaco Conference Centre Subiaco,WA,Australia
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
East’s Golf Club East Maitland,NSW,Australia
"Lismore Base Hospital, Lismore",NSW,Australia
Austin Health – Repat Campus Heidelberg West,VIC,Australia
"Bankstown Lidcombe Hospital, Bankstown ",NSW,Australia
Caboolture Public Hospital Caboolture South,QLD,Australia
"Gold Coast Hospital, Southport",QLD,Australia
Seasalt @ Armstrong Spring Hill,QLD,Australia
"Gosford Hospital, Gosford",NSW,Australia
St John of God Hospital; Ballarat,VIC,Australia
"Macquarie Hospital, North Ryde",NSW,Australia
Rydges Bell City Preston,,
Mercy Hospital for Women – Obstetrics/Gynaecology Dept Heidelberg,VIC,Australia
"Gosford Hospital, Gosford",NSW,Australia
Gosing Chinese Restaurant Rooty Hill,,
Hordern Pavillion Moore Park,,
Marriott Hotel Surfers Paradise,QLD,Australia
"Geelong Hospital, Geelong",VIC,Australia
Choyan Restaurant Gordon,,
The Church on Palmer North Mackay,QLD,Australia
"Gosford Hospital, Gosford",NSW,Australia
Belmont Private Hospital – Dining Room Carina,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
MUMU Grill Crows Nest DC,NSW,Australia
"Northern Hospital, Epping",NSW,Australia
Le Montage Restaurant Bayside Events Centre Leichhardt,,
"Alfred Hospital, Prahran",VIC,Australia
Kim's Restaurant Toowoon Bay,,
"Broadmeadows Health Service, BROADMEADOWS",VIC,Australia
Charlestown Library Meeting Room CHARLESTOWN,NSW,Australia
East’s Leagues Club Bondi Junction,NSW,Australia
Bondi Junction Community Mental Health Centre Bondi Junction,NSW,Australia
The Country Comfort Premier Motel Wagga Wagga,NSW,Australia
Boathouse Restaurant Barton,ACT,Australia
Noarlunga Hospital Noarlunga Centre,,
"Ballarat Base Hospital, Ballarat",VIC,Australia
HPMI Wallsend/ Elermore Vale Cluster Elermore Vale,,
"John Hunter Hospital, New Lambton Heights",NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
Mornington Division of General Practice Mount Eliza,VIC,Australia
Hunter Valley CMHS Maitland,NSW,Australia
Calvary Mater Mental Health Administration Building Waratah,,
Redlands Hospital – Mental Health Department Cleveland,,
Mecure Hunter Valley Gardens Pokolbin,,
Quest Mackay Mackay,QLD,Australia
Oaks Plaza Hotel GLENELG,SA,Australia
"Medical Centre, Clayton",VIC,Australia
Verde Restaurant Bar Darlinghurst,NSW,Australia
"Ipswich Hospital, Ipswich",QLD,Australia
The Royal Women's Hospital Parkville,VIC,Australia
University of New England Tamworth Centre Tamworth,NSW,Australia
The Garden Court Wagga Wagga,NSW,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
Northside Clinic Greenwich,,
Chateau Élan Hunter Valley Rothbury,,
"Westmead Hospital, Westmead",NSW,Australia
Adamshurst Restaurant & Function Centre Albury,,
Bah BQ Brazilian Grill Crows Nest,NSW,Australia
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
"Fedele's Ristorante Italiano, Glen Waverley",VIC,Australia
King Edward Memorial Hospital Subiaco,WA,Australia
"Macquarie Hospital, North Ryde",NSW,Australia
"Townsville Hospital, Douglas",QLD,Australia
Toowoomba Base Hospital,QLD,Australia
St Vincent's Private Hospital Fitzroy,VIC,Australia
Hyatt Regency Coolum Yaroomba,QLD,Australia
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
"Medical Centre, BENTLEIGH EAST",VIC,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Nepean Hospital, Kingswood",NSW,Australia
"Medical Centre, BENTLEIGH EAST",VIC,Australia
Prince Charles Hospital; CHERMSIDE,QLD,Australia
Saffron Indian Gourmet Broadbeach,QLD,Australia
Wild Orchard Restaurant Gunnedah,,
La Luna Bistro Carlton North,VIC,Australia
The Empire Grill Geelong,VIC,Australia
Medical Centre Cheltenham,,
Quality Hotel Mildura Grand Mildura,VIC,Australia
Quality Hotel Mildura Grand Mildura,VIC,Australia
Mecure Hunter Valley Gardens Pokolbin,,
Medical Centre Barton,ACT,Australia
Fenix Richmond,,
Nelson Bay Bowling and Recreation Club Nelson Bay,NSW,Australia
Crystal Seafood Restaurant; Strathfield,NSW,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
Poppies Restaurant Tallwoods Village,,
Latrobe Hospital Traralgon,VIC,Australia
Royal Children's Hospital Parkville,VIC,Australia
Blackburn Clinic Blackburn,,
Iceworks Restaurant Bar Paddington,,
Harvest Cafe Newrybar Newrybar,,
The Sebel Parramatta Parramatta,NSW,Australia
Austin Health; Education Precinct; Level 4; Austin Tower Heidelberg,VIC,Australia
St Katherine's Kew,VIC,Australia
Medical Centre Kelmscott,,
Quattro Erina,NSW,Australia
The Church on Palmer North Mackay,QLD,Australia
Church On Palmer Mackay,QLD,Australia
RMH Royal Park Campus Parkville,VIC,Australia
Mona Vale Hospital Mona Vale,,
"Gosford Hospital, Gosford",NSW,Australia
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
"Fedele's Ristorante Italiano, Glen Waverley",VIC,Australia
"Toowong Private Hospital, Toowong ",QLD,Australia
"Townsville Hospital, Douglas",QLD,Australia
"Northern Hospital, Epping",NSW,Australia
Bacash Restaurant South Yarra,VIC,Australia
The Sebel Mandurah,,
The Sebel Mandurah,,
Calvary Health Care Bethlehem Caulfield South,VIC,Australia
Medical Centre HILLSIDE,,
"Northern Hospital, Epping",NSW,Australia
"St Vincent's Hospital, Fitzroy",VIC,Australia
El-Phoenician Parramatta,NSW,Australia
Macquarie Hospital Coral Tree Family Services North Ryde,NSW,Australia
St Katherine's Kew,VIC,Australia
Austin Health – Repat Campus Heidelberg West,VIC,Australia
East's Leisure and Golf East Maitland,NSW,Australia
Muswellbrook RSL Conference Room Muswellbrook,,
"Lismore Base Hospital, Lismore",NSW,Australia
The Letterbox Restaurant Terrigal,,
"Quaff Restaurant, Toorak",VIC,Australia
Elermore Vale General Practice Elermore Vale,,
The Continental Cafe New Farm Park,,
Akoya Suite; The Breakwater Hillarys,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
La Barraca Lismore,NSW,Australia
"Alfred Hospital, Prahran",VIC,Australia
Vat 2 Bunbury,WA,Australia
"Royal Prince Alfred Hospital, Camperdown",NSW,Australia
Ettalong Beach War Memorial Club Ettalong Beach,,
Novotel St Kilda St Kilda,VIC,Australia
Barnabys Parramatta,NSW,Australia
"Rydges Gladstone, Gladstone",QLD,Australia
Royal Women's Hospital Parkville,VIC,Australia
Melton Medical Clinic Melton,,
Medical Centre Frankston,VIC,Australia
Alio Restaurant & Bar Surry Hills,,
The Prince Charles Hospital Chermside,QLD,Australia
"Macquarie Hospital, North Ryde",NSW,Australia
"Princess Alexandra Hospital, Woolloongabba",QLD,Australia
The Coro Hotel Milton,QLD,Australia
Harvest Cafe Newrybar Newrybar,,
University House Acton,,
"Nambour Hospital, Nambour ",QLD,Australia
"Gosford Hospital, Gosford",NSW,Australia
"Fremantle Hospital, Fremantle",WA,Australia
RACV Noosa Resort Noosa Heads,,
Australian and New Zealand College of Anaesthetists West End,,
Prince of Wales Hospital; Randwick,NSW,Australia
Crystal Seafood Restaurant; Strathfield,NSW,Australia
"Gosford Hospital, Gosford",NSW,Australia
St Katherine's Kew,VIC,Australia
Medical Centre Cheltenham,,
Wyndham Community Mental Health Clinic Hoppers Crossing,,
"Alfred Hospital, Prahran",VIC,Australia
Shangri-la Hotel Cairns,QLD,Australia
Claire's Kitchen at Le Salon Darlinghurst,NSW,Australia
"Hornsby Ku-ring-gai Hospital, Hornsby ",NSW,Australia
"Medical Centre, BENTLEIGH EAST",VIC,Australia
Ballarat CAMHS Ballarat,VIC,Australia
Quality Hotel Powerhouse Armidale Armidale,,
"Skin and Cancer Foundation, CARLTON",VIC,Australia
RMH Royal Park Campus Parkville,VIC,Australia
"Medical Centre, Clayton",VIC,Australia
"Gosford Hospital, Gosford",NSW,Australia
Nelson Bay Bowling and Recreation Club Nelson Bay,NSW,Australia
Le Sands Pavillion Brighton Le sands,NSW,Australia
Australis Diamond Beach Resort Diamond Beach,,
Mogo Day Surgery Conference Rooms Mogo,,
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Broadmeadows Health Service, BROADMEADOWS",VIC,Australia
Chill on Tedder Main Beach,,
"Nepean Hospital, Kingswood",NSW,Australia
The Coro Hotel Milton,QLD,Australia
Garfish Manly,NSW,Australia
Richmond Hill Cafe and Larder Richmond,,
"Wyong Hospital, Wyong",NSW,Australia
"Alfred Hospital, Prahran",VIC,Australia
PACE- UQ School of Pharmacy Woolloongabba,QLD,Australia
Epworth Hospital; Richmond,VIC,Australia
Padua Room Footscray,VIC,Australia
"Gosford Hospital, Gosford",NSW,Australia
Macquarie Hospital Coral Tree Family Services North Ryde,NSW,Australia
"Fedele's Ristorante Italiano, Glen Waverley",VIC,Australia
Temora Diner's Choice Temora,,
"Skin and Cancer Foundation, CARLTON",VIC,Australia
Mecure Centro Hotel Port Macquarie,NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Princess Alexandra Hospital, Woolloongabba",QLD,Australia
Italo Australian Club Forrest,,
Hazelhurst Gallery and Arts Centre Gymea,,
"Concord Hospital, Concord",NSW,Australia
"Toowong Private Hospital, Toowong ",QLD,Australia
Elermore Vale General Practice Elermore Vale,,
"Macquarie Hospital, North Ryde",NSW,Australia
"Nambour General Hospital, Nambour ",QLD,Australia
Dreamtime Cultural Centre; Nola James Building North Rockhampton,QLD,Australia
Dreamtime Cultural Centre – Nola James Building North Rockhampton,QLD,Australia
Bayviews Burnie,TAS,Australia
"Wyong Hospital, Wyong",NSW,Australia
East's Golf Club East Maitland,NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
Silverwater Correctional Facility Silverwater,,
Sanctuary Inn Best Western Tamworth,NSW,Australia
Peppers Salt Resort & Spa South Kingscliff,,
"Ballarat Base Hospital, Ballarat",VIC,Australia
Medical Centre New Lambton Heights,NSW,Australia
Claire's Kitchen at Le Salon Darlinghurst,NSW,Australia
Brownsugar Restaurant Warners Bay,NSW,Australia
El-Phoenician Parramatta,NSW,Australia
"Sir Charles Gairdner Hospital, Nedlands",WA,Australia
"Nepean Hospital, Kingswood",NSW,Australia
"Princess Alexandra Hospital, Woolloongabba",QLD,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Manly Hospital, Manly",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
"Royal North Shore Hospital, St Leonards",NSW,Australia
St George Hospital Research and Education Centre Kogarah,NSW,Australia
"Macquarie Hospital, North Ryde",NSW,Australia
St Vincents Public Hospital; Fitzroy,VIC,Australia
"Ballarat Base Hospital, Ballarat",VIC,Australia
Millone's Ristorante and Bar Baulkham Hills,NSW,Australia
"Enoteca, RICHMOND",VIC,Australia
"Skin and Cancer Foundation, CARLTON",VIC,Australia
Toowoomba Base Hospital,QLD,Australia
"Liverpool Hospital, Liverpool",NSW,Australia
